Game,Console,Publisher,Developer,Critic Score,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last_Update__Real
Terminator Salvation,X360_b,Warner Bros. Interactive,Halcyon,5.2,350000,130000,180000,0,40000,19th May 09,0
EverGrace,PS2_b,Agetec,From Software,6.2,350000,100000,80000,150000,30000,24th Oct 00,0
Def Jam Icon,X360_b,Electronic Arts,Unknown,6.3,350000,300000,10000,0,30000,06th Mar 07,0
Dynasty Warriors 5 Empires,PS2_b,KOEI,Omega Force,6.3,340000,110000,90000,120000,30000,28th Mar 06,0
Battalion Wars 2,Wii_b,Nintendo,Kuju Entertainment,7.7,340000,220000,20000,80000,20000,29th Oct 07,0
Trauma Center: Second Opinion,Wii_b,Atlus,Atlus Co.,8.2,340000,280000,10000,30000,30000,14th Nov 06,0
Star Ocean: Second Evolution,PSP_b,Square Enix,TOSE Software,8,340000,140000,20000,160000,20000,20th Jan 09,0
Tenchu Z,X360_b,Microsoft,K2 LLC,5.7,340000,270000,20000,20000,30000,12th Jun 07,0
Lord of Arcana,PSP_b,Square Enix,Square Enix,4.7,340000,80000,50000,170000,40000,25th Jan 11,0
Dynasty Warriors 6 Empires,PS3_b,KOEI,Omega Force,6.4,340000,140000,30000,150000,20000,23rd Jun 09,0
The Eye of Judgment,PS3_b,Sony Computer Entertainment,SCE Japan Studio,7.5,340000,280000,0,20000,30000,24th Oct 07,3977
Dynasty Warriors: Gundam 2,PS2_b,Namco Bandai,Omega Force,4.9,340000,40000,30000,250000,10000,21st Apr 09,0
Dead or Alive 5,X360_b,Tecmo Koei,Team Ninja,7.6,330000,200000,80000,30000,30000,25th Sep 12,1944
Bomberman World,PS_b,Atlus,Hudson Soft,6.5,330000,60000,40000,220000,20000,22nd Sep 98,0
Mega Man ZX Advent,DS_b,Capcom,Inti Creates,7.6,330000,220000,0,90000,20000,23rd Oct 07,0
Street Fighter Alpha 3 MAX,PSP_b,Capcom,Capcom,7.8,330000,270000,10000,20000,30000,07th Feb 06,0
Ninja Blade,X360_b,Microsoft,From Software,6.7,330000,140000,140000,20000,30000,07th Apr 09,0
Klonoa 2: Lunatea's Veil,PS2_b,Namco,Namco,9.4,330000,120000,100000,80000,30000,25th Jul 01,0
Etrian Odyssey,DS_b,Atlus,Atlus Co. / Lancarse,7.4,330000,190000,30000,90000,20000,15th May 07,0
Fracture,X360_b,LucasArts,Day 1 Studios,4,330000,150000,140000,0,40000,07th Oct 08,0
NBA 2K10,PSP_b,2K Sports,Visual Concepts,5.5,330000,300000,0,0,30000,06th Oct 09,0
Planet Puzzle League,DS_b,Nintendo,Intelligent Systems,8.6,330000,140000,10000,160000,10000,04th Jun 07,0
Classic NES Series: Castlevania,GBA_b,Nintendo,Konami,7.4,330000,170000,60000,90000,10000,25th Oct 04,0
Disgaea 2: Cursed Memories,PS2_b,NIS America,Nippon Ichi Software,7.9,330000,90000,70000,150000,20000,29th Aug 06,0
Clock Tower 3,PS2_b,Capcom,SunSoft,7,330000,100000,80000,120000,30000,18th Mar 03,0
Resonance of Fate,X360_b,Sega,tri-Ace,7.4,330000,120000,130000,60000,30000,16th Mar 10,0
Kirby: Battle Royale,3DS_b,Nintendo,HAL Laboratory,6,330000,70000,50000,200000,10000,19th Jan 18,-16
Capcom Classics Collection Reloaded,PSP_b,Capcom,Capcom,7.1,330000,260000,0,30000,30000,24th Oct 06,0
Tokyo Mirage Sessions #FE,WiiU_b,Nintendo,Atlus,8,330000,170000,60000,80000,20000,24th Jun 16,1489
Dr. Mario / Puzzle League,GBA_b,Nintendo,Intelligent Systems,7.5,330000,120000,40000,160000,10000,28th Nov 05,0
Final Fantasy XI: Wings of the Goddess,X360_b,Square Enix,Square Enix,6.5,320000,280000,0,20000,30000,20th Nov 07,0
Elebits,Wii_b,Konami,Konami,7.3,320000,220000,10000,80000,20000,12th Dec 06,0
Dead Rising 2: Off the Record,PS3_b,Capcom,Blue Castle Games,7.1,320000,110000,80000,100000,30000,11th Oct 11,0
Eternal Sonata,X360_b,Namco Bandai,Tri-Crescendo,7.9,320000,190000,40000,80000,20000,17th Sep 07,0
Shin Megami Tensei: Persona 2: Innocent Sin,PSP_b,Atlus,Atlus Co.,7,320000,140000,40000,110000,40000,20th Sep 11,0
Operation Flashpoint: Red River,PS3_b,Codemasters,Codemasters,6.8,320000,60000,140000,70000,50000,07th Jun 11,0
Final Fantasy XI: Online,PS2_b,Square Enix,Square Enix,8.4,320000,80000,60000,150000,20000,21st Sep 04,4958
Bleach: Shattered Blade,Wii_b,Sega,Polygon Magic,5.3,320000,210000,10000,80000,20000,09th Oct 07,0
Beautiful Katamari,X360_b,Namco Bandai,Now Production,7.3,320000,140000,20000,150000,20000,16th Oct 07,0
Chibi-Robo! Zip Lash,3DS_b,Nintendo,Nintendo,5.5,320000,140000,90000,70000,20000,09th Oct 15,826
Folklore,PS3_b,Sony Computer Entertainment,Game Republic,7.5,320000,200000,40000,50000,30000,09th Oct 07,0
Test Drive Unlimited,X360_b,Atari,Eden Studios,8,320000,230000,40000,20000,20000,05th Sep 06,0
Singularity,X360_b,Activision,Raven Software,7.7,320000,240000,40000,0,30000,29th Jun 10,0
BlazBlue: Continuum Shift,X360_b,Aksys Games,Arc System Works,8.6,320000,230000,40000,20000,20000,27th Jul 10,0
Bust-A-Move Universe,3DS_b,Square Enix,Arika,5.6,310000,80000,150000,60000,20000,27th Mar 11,0
Catherine,X360_b,Atlus,Atlus,7.9,310000,200000,60000,30000,20000,26th Jul 11,2603
Namco Museum: Virtual Arcade,X360_b,Namco Bandai,Namco Bandai Games,7,310000,270000,10000,10000,20000,04th Nov 08,0
Fuel,X360_b,Codemasters,Asobo Studio,6.6,310000,90000,180000,0,40000,02nd Jun 09,4079
Mega Man Zero Collection,DS_b,Capcom,Inti Creates,7.5,310000,170000,10000,110000,20000,08th Jun 10,0
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,DS_b,Konami,Konami,7.6,310000,180000,20000,90000,20000,23rd Feb 10,0
Silent Hill: Shattered Memories,PSP_b,Konami,Climax Group,7.8,310000,90000,130000,10000,70000,19th Jan 10,0
NBA Live 08,PSP_b,Electronic Arts,EA Canada,6.8,310000,280000,0,0,20000,01st Oct 07,0
The King of Fighters XIII,PS3_b,Atlus,SNK Playmore Corporation,7.8,300000,170000,70000,40000,30000,22nd Nov 11,0
Tom Clancy's Splinter Cell 3D,3DS_b,Ubisoft,Gameloft,8,300000,140000,70000,70000,20000,10th Apr 11,0
Monopoly for Nintendo Switch,NS_b,Ubisoft,Engine Software,5.3,300000,60000,220000,10000,20000,31st Oct 17,453
Resident Evil Archives: Resident Evil,Wii_b,Capcom,Capcom Production Studio 4,7.6,300000,160000,40000,80000,20000,23rd Jun 09,0
Magna Carta 2,X360_b,Namco Bandai,SoftMax,6.6,300000,130000,70000,70000,20000,13th Oct 09,0
Dynasty Warriors 6,X360_b,KOEI,Omega Force,6.2,300000,150000,60000,60000,20000,19th Feb 08,0
N3: Ninety-Nine Nights,X360_b,Microsoft Game Studios,Q Entertainment / Phantagram,6.3,300000,200000,30000,50000,20000,15th Aug 06,0
Dynasty Warriors: Strikeforce,PS3_b,Tecmo Koei,Omega Force,6.8,290000,110000,80000,70000,30000,16th Feb 10,0
Wanted: Weapons of Fate,PS3_b,Warner Bros. Interactive,GRIN,6.2,290000,140000,100000,10000,40000,24th Mar 09,0
NieR,X360_b,Square Enix,Cavia Inc.,6.4,290000,130000,100000,40000,20000,27th Apr 10,0
Ace Combat: Joint Assault,PSP_b,Namco Bandai,Project ACES,7,290000,60000,50000,150000,30000,31st Aug 10,0
Trace Memory,DS_b,Nintendo,Cing,6.5,290000,150000,10000,120000,10000,26th Sep 05,0
Trauma Center: New Blood,Wii_b,Atlus,Atlus Co.,7.5,290000,220000,40000,10000,20000,20th Nov 07,0
Overcooked! 2,NS_b,Sold Out,Ghost Town Games,8.4,290000,170000,90000,10000,30000,07th Aug 18,-54
The Legend of Legacy,3DS_b,Atlus,Cattle Call,6,290000,140000,20000,110000,20000,13th Oct 15,958
Majin and the Forsaken Kingdom,PS3_b,Namco Bandai,Game Republic,7,290000,90000,140000,10000,50000,23rd Nov 10,0
"Sakura Wars: So Long, My Love",PS2_b,NIS America,RED Entertainment,8.8,290000,70000,50000,150000,20000,30th Mar 10,0
Sengoku Basara: Samurai Heroes,Wii_b,Capcom,Capcom,6,290000,60000,20000,200000,10000,12th Oct 10,0
Warriors Orochi 2,PSP_b,KOEI,Omega Force,5.3,290000,60000,0,220000,10000,25th Aug 09,0
Dead Rising: Chop Till You Drop,Wii_b,Capcom,Capcom Production Studio 1 / TOSE Software,6.7,290000,150000,70000,50000,20000,24th Feb 09,0
Feel the Magic XY/XX,DS_b,Sega,Sonic Team,7.7,290000,170000,0,100000,20000,16th Nov 04,0
Ever Oasis,3DS_b,Nintendo,GREZZO,8.1,290000,130000,80000,50000,20000,23rd Jun 17,204
Shadow Hearts,PS2_b,Midway Games,Sacnoth,7,280000,90000,70000,100000,20000,11th Dec 01,0
DeathSmiles,X360_b,Aksys Games,Cave,8,280000,150000,60000,50000,20000,29th Jun 10,0
WarioWare Gold,3DS_b,Nintendo,Intelligent Systems,8.1,280000,110000,30000,130000,10000,03rd Aug 18,107
El Shaddai: Ascension of the Metatron,PS3_b,Ignition Entertainment,Ignition Entertainment,8,280000,110000,70000,80000,30000,16th Aug 11,0
Operation Flashpoint: Red River,X360_b,Codemasters,Codemasters,7,280000,100000,140000,10000,30000,07th Jun 11,0
Dead to Rights: Retribution,PS3_b,Namco Bandai,Volatile Games,6,280000,100000,120000,20000,50000,27th Apr 10,0
Mega Man ZX,DS_b,Capcom,Inti Creates,8.1,280000,160000,0,100000,20000,12th Sep 06,0
Dead or Alive,PS_b,Tecmo,Team Ninja,8.3,280000,90000,60000,100000,20000,31st Mar 98,0
Patapon 3,PSP_b,Sony Computer Entertainment,Pyramid/JAPAN Studio,7.4,280000,50000,40000,170000,20000,12th Apr 11,0
Darksiders,PS3_b,THQ,Vigil Games,7.8,280000,20000,140000,20000,100000,05th Jan 10,0
Mister Mosquito,PS2_b,Eidos Interactive,Zoom Inc.,6.6,280000,50000,40000,170000,10000,12th Mar 02,0
Virtua Fighter 5 Online,X360_b,Sega,Sega-AM2,9.2,280000,200000,20000,30000,20000,30th Oct 07,0
Etrian Mystery Dungeon,3DS_b,Atlus,Spike Chunsoft,7.6,280000,110000,10000,140000,10000,07th Apr 15,1205
Armored Core: Project Phantasma,PS_b,ASCII Entertainment,From Software,7.2,280000,60000,40000,150000,20000,30th Sep 98,0
Rhythm Thief & the Emperor's Treasure,3DS_b,Sega,Sega,7.5,280000,70000,70000,120000,10000,10th Jul 12,0
Etrian Odyssey V: Beyond the Myth,3DS_b,Atlus,Atlus,7.9,270000,110000,10000,140000,10000,17th Oct 17,89
Shadows of the Damned,PS3_b,Electronic Arts,Grasshopper Manufacture,7.9,270000,110000,90000,40000,30000,21st Jun 11,0
Pac-Pix,DS_b,Namco,Namco,6.8,270000,160000,0,100000,10000,26th Apr 05,0
Dragon Ball Z: Tenkaichi Tag Team,PSP_b,Namco Bandai,Dimps Corporation,6,270000,110000,40000,90000,30000,19th Oct 10,0
Suikoden Tierkreis,DS_b,Konami,Konami,7.7,270000,90000,20000,150000,10000,17th Mar 09,0
R.U.S.E.,X360_b,Ubisoft,Eugen Systems,8,270000,120000,110000,0,20000,07th Sep 10,0
The World Ends with You: Final Remix,NS_b,Nintendo,Square Enix,7.4,270000,140000,80000,30000,20000,12th Oct 18,169
Etrian Odyssey: Millennium Girl,3DS_b,Atlus,Atlus,8.1,260000,100000,10000,140000,10000,01st Oct 13,1895
Panzer Dragoon Orta,XB_b,Sega,Smilebit,8.8,260000,160000,50000,40000,10000,12th Jan 03,0
King's Field II,PS_b,ASCII Entertainment,From Software,7.3,260000,80000,60000,110000,20000,31st Oct 96,0
Deadly Premonition,X360_b,Ignition Entertainment,Access Games,6,260000,180000,60000,0,20000,23rd Feb 10,0
Stella Glow,3DS_b,Atlus,imageepoch Inc.,7.5,260000,170000,10000,60000,20000,17th Nov 15,924
Bust A Groove 2,PS_b,Enix,Metro,7,260000,40000,30000,180000,20000,31st Mar 99,0
Resident Evil: Revelations,X360_b,Capcom,Capcom,7.4,260000,120000,100000,20000,20000,21st May 13,1759
Metroid Prime Pinball,DS_b,Nintendo,Fuse Games Limited,7.6,260000,220000,0,20000,20000,24th Oct 05,0
Resident Evil: Deadly Silence,DS_b,Capcom,Capcom,6.7,260000,110000,20000,110000,10000,07th Feb 06,0
Armored Core: Master of Arena,PS_b,Agetec,From Software,7.2,260000,70000,50000,130000,20000,29th Feb 00,0
Polarium,DS_b,Nintendo,Mitchell,7.6,260000,130000,10000,110000,10000,18th Apr 05,0
Castlevania: Harmony of Dissonance,GBA_b,Konami,Konami Computer Entertainment Tokyo,8.6,260000,160000,60000,40000,0,16th Sep 02,0
Bomberman Generation,GC_b,Majesco,Game Arts,8.4,250000,150000,40000,60000,10000,03rd Jun 02,0
Game & Wario,WiiU_b,Nintendo,Intelligent Systems,6.2,250000,60000,60000,120000,10000,23rd Jun 13,1725
Final Fantasy Crystal Chronicles: Echoes of Time,Wii_b,Square Enix,Square Enix,6.9,250000,130000,60000,50000,20000,24th Mar 09,0
Hunted: The Demon's Forge,PS3_b,Bethesda Softworks,InXile Entertainment,6.1,250000,120000,90000,20000,30000,31st May 11,0
Sonic Boom: Fire & Ice,3DS_b,Sega,Sanzaru Games,6.9,250000,140000,80000,20000,20000,27th Sep 16,1409
Ace Combat: Assault Horizon Legacy,3DS_b,Namco Bandai,Namco Bandai Games,7,250000,100000,60000,80000,10000,15th Nov 11,0
Sid Meier's Civilization VI,NS_b,2K Games,Firaxis Games,9.4,250000,120000,110000,10000,20000,16th Nov 18,33
Dead or Alive Xtreme 2,X360_b,Tecmo,Team Ninja,5.3,250000,150000,20000,60000,20000,13th Nov 06,0
Spirit Camera: The Cursed Memoir,3DS_b,Nintendo,Tecmo Koei Games,5.7,250000,150000,20000,60000,20000,13th Apr 12,2329
Bomberman Tournament,GBA_b,Activision,Hudson Soft,8.8,250000,100000,40000,100000,10000,26th Jun 01,0
Disgaea 2: Dark Hero Days,PSP_b,NIS America,Nippon Ichi Software,8.1,250000,100000,10000,120000,20000,08th Sep 09,0
Hybrid Heaven,N64_b,Konami,KCEO,7,250000,160000,40000,50000,0,01st Sep 99,0
Armored Core 4,X360_b,Sega,From Software,6.5,250000,190000,10000,30000,20000,20th Mar 07,0
7th Dragon III Code: VFD,3DS_b,Sega,Sega,7.5,240000,60000,40000,130000,10000,12th Jul 16,647
Virtua Tennis 4,X360_b,Sega,Sega-AM2,6.5,240000,120000,90000,10000,20000,10th May 11,0
Fuel,PS3_b,Codemasters,Asobo Studio,6.6,240000,80000,110000,0,40000,02nd Jun 09,4079
NBA Live 10,PSP_b,EA Sports,EA Canada,5.9,240000,210000,0,10000,20000,06th Oct 09,0
Resident Evil Archives: Resident Evil Zero,Wii_b,Capcom,Capcom Production Studio 4,5.8,240000,130000,40000,60000,10000,01st Dec 09,0
Valhalla Knights,PSP_b,Xseed Games,K2 LLC,5.2,240000,150000,0,70000,10000,17th Apr 07,0
Luminous Arc,DS_b,Atlus,imageepoch Inc.,6.8,240000,160000,0,60000,10000,14th Aug 07,0
Avalon Code,DS_b,Marvelous Interactive,Matrix Software,7.1,240000,110000,0,120000,10000,10th Mar 09,0
Disney Epic Mickey 2: The Power of Two,WiiU_b,Disney Interactive Studios,Junction Point Studios,5.9,240000,130000,80000,10000,20000,18th Nov 12,2854
Ar tonelico Qoga: Knell of Ar Ciel,PS3_b,NIS America,Gust,7,240000,80000,10000,130000,10000,15th Mar 11,0
Dynasty Warriors 6 Empires,X360_b,KOEI,Omega Force,6.3,240000,160000,20000,40000,20000,23rd Jun 09,0
Singularity,PS3_b,Activision,Raven Software,7.8,240000,170000,30000,10000,30000,29th Jun 10,0
Disgaea: Afternoon of Darkness,PSP_b,NIS America,Nippon Ichi Software,8.7,240000,150000,20000,40000,20000,30th Oct 07,0
Hot Shots Tennis: Get a Grip,PSP_b,Sony Computer Entertainment,Clap Hanz,8,230000,80000,0,130000,20000,29th Jun 10,0
Cross Edge,PS3_b,NIS America,Compile Heart,5.4,230000,140000,20000,50000,20000,26th May 09,0
Attack on Titan 2,NS_b,Koei Tecmo,Omega Force,7,230000,120000,20000,80000,20000,20th Mar 18,10
Meteos,DS_b,Nintendo,Q Entertainment,8.8,230000,150000,10000,60000,10000,28th Jun 05,0
Dynasty Warriors: Strikeforce,X360_b,Tecmo Koei,Omega Force,7.3,230000,130000,60000,20000,20000,16th Feb 10,0
Lunar Knights,DS_b,Konami,Kojima Productions,8.2,230000,170000,10000,40000,10000,06th Feb 07,0
Valhalla Knights 2,PSP_b,Xseed Games,K2 LLC,5,230000,90000,0,120000,10000,01st Oct 08,0
Risen 2: Dark Waters,PS3_b,Deep Silver,Piranha Bytes,5.5,230000,40000,140000,10000,30000,31st Jul 12,1980
Code Name: S.T.E.A.M.,3DS_b,Nintendo,Intelligent Systems,8,220000,140000,50000,20000,20000,13th Mar 15,1391
Breath of Fire,GBA_b,Capcom,Capcom,7.8,220000,110000,40000,60000,0,13th Dec 01,0
Attack on Titan 2,PS4_b,Koei Tecmo,Omega Force,7.8,220000,90000,40000,60000,30000,20th Mar 18,10
Galactic Wrestling: Featuring Ultimate Muscle,PS2_b,Bandai,Aki Corporation,7.3,220000,30000,20000,170000,10000,30th Jun 04,0
Life Is Strange: Before the Storm,PS4_b,Square Enix,Deck Nine,7.5,220000,110000,60000,20000,30000,06th Mar 18,125
Resident Evil: Revelations,WiiU_b,Capcom,Capcom,7.5,220000,90000,80000,30000,20000,21st May 13,1759
Dragon Quest Builders: Revive Alefgard,NS_b,Square Enix,Square Enix,8,220000,70000,70000,70000,10000,09th Feb 18,-5
Kartia: The Word of Fate,PS_b,Atlus,Atlus Co.,7.9,220000,50000,30000,120000,10000,31st Jul 98,0
Tropico 3,X360_b,Kalypso,Haemimont Games,7.7,220000,150000,20000,30000,10000,16th Feb 10,0
Hunted: The Demon's Forge,X360_b,Bethesda Softworks,InXile Entertainment,6,220000,130000,70000,0,20000,31st May 11,0
Afrika,PS3_b,Natsume,Rhino Studios,6,220000,120000,0,80000,10000,06th Oct 09,0
Fate/Extella: The Umbral Star,NS_b,Xseed Games,Marvelous Entertainment,8,210000,100000,60000,40000,20000,25th Jul 17,160
Radiant Historia: Perfect Chronology,3DS_b,Atlus,Atlus,8.1,210000,110000,30000,60000,10000,13th Feb 18,17
50 Cent: Blood on the Sand,X360_b,THQ,Swordfish Studios,7.3,210000,120000,70000,0,20000,24th Feb 09,0
Tekken 3D: Prime Edition,3DS_b,Namco Bandai,Namco Bandai Games,6.5,210000,60000,80000,50000,10000,14th Feb 12,0
Vampire Rain,X360_b,AQ Interactive,Artoon,3.9,210000,180000,0,10000,20000,03rd Jul 07,0
Blue Dragon Plus,DS_b,Ignition Entertainment,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.,6.5,210000,120000,30000,50000,10000,19th Feb 09,0
Dead to Rights: Retribution,X360_b,Namco Bandai,Volatile Games,5.7,210000,110000,80000,0,20000,27th Apr 10,0
Tenchu: Shadow Assassins,Wii_b,Ubisoft,Acquire,7,210000,150000,10000,30000,10000,05th Feb 09,0
Final Fight One,GBA_b,Capcom,Capcom,8.2,210000,90000,30000,80000,0,26th Sep 01,0
Kung Fu Rider,PS3_b,Sony Computer Entertainment,SCE Japan Studio,4.3,200000,60000,100000,10000,40000,17th Sep 10,2919
Dark Messiah of Might and Magic Elements,X360_b,Ubisoft,Arkane Studios / Floodgate Entertainment / Kuju Entertainment,5,200000,160000,20000,10000,20000,12th Feb 08,0
Infinite Space,DS_b,Sega,PlatinumGames / Nude Maker,7.2,200000,60000,50000,70000,10000,16th Mar 10,0
DanceMasters,X360_b,Konami,GCP1,6.2,200000,150000,20000,20000,10000,04th Nov 10,0
Dragon Ball: Revenge of King Piccolo,Wii_b,Namco Bandai,Bandai Namco Games,6.1,200000,120000,30000,30000,20000,20th Oct 09,0
Ogre Battle Saga Episode Five: The March of the Black Queen,PS_b,Atlus,Quest Corporation,7.6,200000,60000,40000,90000,10000,31st Jul 97,0
Warriors Orochi,PSP_b,KOEI,Omega Force / Koei Canada,6.4,200000,20000,0,180000,0,25th Mar 08,0
Earth Defense Force: Insect Armageddon,PS3_b,D3 Publisher,Vicious Cycle,6.6,200000,60000,40000,80000,20000,05th Jul 11,0
Ridge Racer 6,X360_b,Namco,Namco,7.9,200000,100000,20000,70000,10000,17th Nov 05,0
Dante's Inferno,PSP_b,Electronic Arts,Visceral Games,6.6,200000,120000,40000,10000,20000,02nd Mar 10,0
Arcana Heart 3,PS3_b,Aksys Games,Examu Inc.,7,200000,40000,50000,100000,20000,23rd Sep 14,0
Solatorobo: Red the Hunter,DS_b,Xseed Games,CyberConnect2,7.6,200000,80000,40000,70000,10000,27th Sep 11,0
Armored Core 4,PS3_b,Sega,From Software,6.6,200000,90000,0,90000,10000,20th Mar 07,0
No More Heroes: Heroes' Paradise,PS3_b,Konami,FeelPlus,7.4,200000,100000,40000,40000,20000,16th Aug 11,0
Mana Khemia 2: Fall of Alchemy,PS2_b,NIS America,Gust,8.2,200000,70000,50000,50000,20000,25th Aug 09,0
Dead or Alive Paradise,PSP_b,Tecmo,Team Ninja,4.5,200000,80000,20000,70000,20000,30th Mar 10,0
Pac-Man & Galaga Dimensions,3DS_b,Namco Bandai,Namco Bandai Games,5.7,190000,100000,40000,40000,10000,26th Jul 11,2717
Valkyria Chronicles 4,NS_b,Sega,Sega,8.6,190000,120000,40000,20000,20000,25th Sep 18,-14
Dynasty Warriors: Gundam 2,X360_b,Namco Bandai,Omega Force,5.6,190000,70000,30000,80000,10000,21st Apr 09,0
Space Invaders Extreme 2,DS_b,Taito,Taito Corporation,8.1,190000,170000,10000,0,10000,20th Oct 09,0
Majin and the Forsaken Kingdom,X360_b,Namco Bandai,Game Republic,7,190000,140000,30000,0,10000,30th Nov 10,0
Project X Zone 2,3DS_b,Namco Bandai Games,Monolith Soft,6.6,190000,60000,40000,90000,10000,16th Feb 16,849
Captain Toad: Treasure Tracker,3DS_b,Nintendo,Nintendo EPD,8.5,190000,60000,40000,80000,10000,13th Jul 18,128
50 Cent: Blood on the Sand,PS3_b,THQ,Swordfish Studios,7.2,190000,100000,60000,10000,30000,24th Feb 09,0
Street Fighter 30th Anniversary Collection,NS_b,Capcom,Capcom,8.5,190000,120000,40000,10000,20000,29th May 18,162
Armored Core: For Answer,PS3_b,Ubisoft,From Software,6.1,190000,60000,20000,100000,10000,16th Sep 08,0
Dynasty Warriors Gundam,X360_b,Namco Bandai,Omega Force,6,190000,150000,10000,20000,10000,28th Aug 07,0
Tekken Tag Tournament 2,WiiU_b,Namco Bandai Games,Bandai Namco Games,8.1,190000,90000,70000,10000,10000,18th Nov 12,1979
Earth Defense Force: Insect Armageddon,X360_b,D3 Publisher,Vicious Cycle,6.7,190000,100000,40000,30000,10000,05th Jul 11,0
Shadows of the Damned,X360_b,Electronic Arts,Grasshopper Manufacture,7.6,190000,100000,60000,10000,20000,21st Jun 11,0
Samurai Warriors: State of War,PSP_b,KOEI,Omega Force,6.5,190000,70000,0,110000,10000,07th Mar 06,0
The Munchables,Wii_b,Namco Bandai,Namco Bandai Games,8,180000,170000,0,0,10000,26th May 09,0
Disgaea DS,DS_b,NIS America,Nippon Ichi Software,8,180000,110000,10000,50000,10000,23rd Sep 08,0
Ar tonelico 2: Melody of Metafalica,PS2_b,NIS America,Gust,7.2,180000,40000,30000,110000,10000,20th Jan 09,0
Call of Juarez,X360_b,Ubisoft,Techland,6.9,180000,140000,20000,0,10000,07th Jun 07,0
Resident Evil: Revelations,PS4_b,Capcom,Capcom,7.2,180000,60000,60000,40000,20000,29th Aug 17,199
Metal Gear Ac!d 2,PSP_b,Konami,Kojima Productions,8.3,180000,110000,10000,50000,10000,21st Mar 06,0
Trinity Universe,PS3_b,NIS America,Nippon Ichi Software / Gust,6.2,180000,70000,60000,30000,20000,29th Jun 10,0
Naruto Shippuden: Dragon Blade Chronicles,Wii_b,Atlus,8ing/Raizing,4.3,180000,110000,20000,50000,10000,16th Nov 10,0
Dynasty Warriors: Gundam 3,X360_b,Tecmo Koei,Omega Force,6.5,180000,110000,30000,20000,10000,28th Jun 11,0
Velvet Assassin,X360_b,SouthPeak Interactive,Replay Studios,5.3,180000,140000,20000,10000,10000,30th Apr 09,0
Let's TAP,Wii_b,Sega,PROPE,7,170000,80000,60000,10000,20000,16th Jun 09,0
The Cursed Crusade,PS3_b,Atlus,Kylotonn Entertainment,4,170000,70000,70000,10000,20000,25th Oct 11,0
Clock Tower II: The Struggle Within,PS_b,Agetec,Human Entertainment,4.4,170000,20000,10000,120000,10000,31st Oct 99,0
Bomberman Land,Wii_b,Hudson Soft,Hudson Soft,6,170000,110000,20000,30000,10000,29th Jan 08,0
Lost Kingdoms,GC_b,Activision,From Software,7.3,170000,100000,20000,40000,0,27th May 02,0
Zoo Keeper,DS_b,Ignition Entertainment,"Buddiez, Inc.",7.2,170000,100000,10000,50000,10000,18th Jan 05,0
Cubivore: Survival of the Fittest,GC_b,Atlus,Saru Brunei / Intelligent Systems,7.1,170000,10000,0,150000,0,05th Nov 02,0
Castlevania Judgment,Wii_b,Konami,Konami / Eighting,4.6,160000,120000,20000,10000,10000,18th Nov 08,0
Clash of the Titans: The Videogame,X360_b,Namco Bandai,Game Republic,3.8,160000,80000,60000,0,20000,27th Jul 10,0
Guilty Gear Judgment,PSP_b,Majesco,Arc System Works,7.5,160000,130000,0,20000,10000,05th Sep 06,0
El Shaddai: Ascension of the Metatron,X360_b,Ignition Entertainment,Ignition Entertainment,8,160000,70000,50000,30000,10000,16th Aug 11,0
Marble Saga: Kororinpa,Wii_b,Konami,Hudson Soft,7.4,160000,90000,50000,0,10000,17th Mar 09,0
The King of Fighters XII,PS3_b,Ignition Entertainment,SNK Playmore Corporation,6,160000,110000,10000,30000,10000,28th Jul 09,0
Klonoa,Wii_b,Namco Bandai,Paon Corporation,7.6,160000,100000,20000,30000,10000,05th May 09,0
Innocent Life: A Futuristic Harvest Moon,PSP_b,Natsume,ArtePiazza,6.5,160000,80000,30000,30000,20000,15th May 07,0
Custom Robo Arena,DS_b,Nintendo,Noise Inc.,7.4,160000,10000,20000,120000,0,19th Mar 07,0
Konami Krazy Racers,GBA_b,Konami,KCEK,7.7,160000,90000,30000,40000,0,10th Jun 01,0
Dragon Ball: Origins 2,DS_b,Namco Bandai,Game Republic,6.9,160000,50000,20000,80000,10000,22nd Jun 10,0
Naruto Powerful Shippuden,3DS_b,Namco Bandai Games,Namco Bandai Games,8,160000,80000,20000,40000,10000,05th Mar 13,2071
Castlevania: Lords of Shadow - Mirror of Fate,3DS_b,Konami Digital Entertainment,Mercury Steam,7.2,160000,40000,80000,30000,10000,05th Mar 13,2071
Arcana Heart,PS2_b,Atlus,Examu Inc.,8.1,160000,60000,50000,40000,20000,10th Apr 08,0
Xenoblade Chronicles 2: Torna ~ The Golden Country,NS_b,Nintendo,Monolith Soft,7.5,160000,80000,50000,20000,10000,21st Sep 18,5
Gravity Rush Remastered,PS4_b,Sony Computer Entertainment,Bluepoint Games,7.9,160000,20000,60000,50000,20000,02nd Feb 16,964
Fist of the North Star: Ken's Rage,X360_b,Tecmo Koei,Tecmo Koei Games,5.4,160000,70000,20000,60000,10000,02nd Nov 10,2825
Project Sylpheed: Arc of Deception,X360_b,Microsoft,Game Arts / Seta Corporation,6.7,150000,120000,10000,20000,10000,10th Jul 07,0
